ID,Name,NetWorth,Country,Source,Rank,Age,Residence,Citizenship,Status,Children,Education,Self_made,Birthdate
1554,Prayudh Mahagitsiri,2.1,Thailand,"coffee, shipping",1517,75,"Bangkok, Thailand",Thailand,Married,3,,False,1950-01-01
1555,Igor Makarov,2.1,Russia,investments,1517,59,"Miami, Florida",Russia,Married,2,"Bachelor of Arts/Science, Turkmen State University",True,1966-01-01
1556,Kishore Mariwala,2.1,India,consumer goods,1517,86,"Mumbai, India",India,Married,2,"Bachelor of Science in Engineering, Bombay University; Master of Science in Engineering, Massachusetts Institute of Technology",False,1939-01-01
1557,Howard Marks,2.1,United States,private equity,1517,75,"New York, New York",United States,Married,2,"Bachelor of Arts/Science, University of Pennsylvania, The Wharton School",True,1950-01-01
1558,Katarina Martinson,2.1,Sweden,investments,1517,40,"Stockholm, Sweden",Sweden,Married,0,,False,1985-01-01
1559,Vincent McMahon,2.1,United States,entertainment,1517,75,"Greenwich, Connecticut",United States,Married,2,"Bachelor of Arts/Science, East Carolina University",True,1950-01-01
1560,David Murdock,2.1,United States,"Dole, real estate",1517,98,"Ventura, California",United States,Widowed,3,"Drop Out, High School",True,1927-01-01
1561,Vikas Oberoi,2.1,India,real estate,1517,50,"Mumbai, India",India,Married,2,"Bachelor of Arts/Science, Bombay University",False,1975-01-01
1562,Erik Paulsson & family,2.1,Sweden,"construction, real estate",1517,79,"Båstad, Sweden",Sweden,Married,0,,True,1946-01-01
1563,Roger Penske,2.1,United States,cars,1517,84,"Birmingham, Michigan",United States,Married,5,"Drop Out, Lehigh University",True,1941-01-01
1564,Florentino Perez,2.1,Spain,construction,1517,74,"Madrid, Spain",Spain,Widowed,3,,True,1951-01-01
1565,Phil Ruffin,2.1,United States,"casinos, real estate",1517,86,"Las Vegas, Nevada",United States,Married,5,"Drop Out, Wichita State University",True,1939-01-01
1566,Richard Sands,2.1,United States,liquor,1517,70,"Delray Beach, Florida",United States,,0,"Doctorate, University of North Carolina; Bachelor of Arts/Science, University of Vermont",False,1955-01-01
1567,Robert Sands,2.1,United States,liquor,1517,62,"Delray Beach, Florida",United States,Married,0,"Law Degree, Pace University; Bachelor of Arts/Science, Skidmore College",False,1963-01-01
1568,Dieter Schnabel,2.1,Germany,chemicals,1517,75,"Hamburg, Germany",Germany,Married,3,,False,1950-01-01
1569,Christiane Schoeller,2.1,Germany,publishing,1517,0,,Germany,,0,,False,0000-01-01
1570,Jeffrey Talpins,2.1,United States,hedge fund,1517,46,"Larchmont, New York",United States,Married,0,"Bachelor of Arts/Science, Yale University",True,1979-01-01
1571,Timur Turlov,2.1,Russia,stock brokerage,1517,33,"Almaty, Kazakhstan",Russia,Married,6,"Bachelor of Science, Moscow State Technical University",True,1992-01-01
1572,Sandro Veronesi & family,2.1,Italy,fashion,1517,61,"Milan, Italy",Italy,Married,0,"Bachelor of Arts/Science, University of Verona",True,1964-01-01
1573,Wang Chou-hsiong,2.1,Taiwan,footwear,1517,80,"Yunlin, Taiwan",Taiwan,Married,2,"Master of Arts/Science, National Central University; Bachelor of Business Administration, National Taiwan University",True,1945-01-01
1574,Wang Minwen,2.1,China,semiconductor,1517,57,"Beijing, China",China,,0,,True,1968-01-01
1575,Weng Xianding,2.1,China,medical devices,1517,59,"Shenzhen, China",China,,0,,True,1966-01-01
1576,Michael Xie,2.1,United States,cybersecurity,1517,52,"Los Altos Hills, California",United States,Married,0,"Master of Science, Tsinghua University; Master of Science, University of Manitoba",True,1973-01-01
1577,Yuan Fugen & family,2.1,China,metal processing,1517,70,"Suzhou, China",China,,0,,True,1955-01-01
1578,Zhao Fenggang,2.1,China,batteries,1517,55,"Ningde, China",China,,0,,True,1970-01-01
1579,Zhou Zongwen & family,2.1,China,jewelry,1517,64,"Shenzhen, China",China,Married,0,,True,1961-01-01
1580,S. Daniel Abraham,2.0,United States,Slim-Fast,1580,96,"Palm Beach, Florida",United States,Married,6,"Diploma, High School",True,1929-01-01
1581,Isak Andic & family,2.0,Spain,fashion retail,1580,67,"Barcelona, Spain",Spain,Divorced,3,,True,1958-01-01
1582,Roberto Angelini Rossi,2.0,Chile,"forestry, mining",1580,72,"Santiago, Chile",Chile,Married,4,"Bachelor of Arts/Science, Pontificia Universidad de Chile",False,1953-01-01
1583,Masaaki Arai,2.0,Japan,home sales,1580,55,"Tokyo, Japan",Japan,,0,,True,1970-01-01
1584,George Argyros & family,2.0,United States,"real estate, investments",1580,84,"Newport Beach, California",United States,Married,3,"Bachelor of Arts/Science, Chapman University",True,1941-01-01
1585,Pavel Baudis,2.0,Czechia,software,1580,60,"Prague, Czechia",Czechia,Married,2,,True,1965-01-01
1586,Anne Beaufour,2.0,France,pharmaceuticals,1580,57,United Kingdom,France,Married,0,,False,1968-01-01
1587,Henri Beaufour,2.0,France,pharmaceuticals,1580,55,"London, United Kingdom",France,Married,0,,False,1970-01-01
1588,Brett Blundy,2.0,Australia,"retail, agribusiness",1580,61,"Paradise Island, Bahamas",Australia,Married,2,,True,1964-01-01
1589,J. Hyatt Brown,2.0,United States,insurance,1580,83,"Ormond Beach, Florida",United States,Married,0,"Bachelor of Arts/Science, University of Florida",False,1942-01-01
1590,Dai Wenjun,2.0,China,food,1580,52,"Changsha, China",China,,0,,True,1973-01-01
1591,Sol Daurella,2.0,Spain,Coca-Cola bottler,1580,55,"Madrid, Spain",Spain,Married,0,,False,1970-01-01
1592,John de Mol,2.0,Netherlands,TV programs,1580,66,"Blaricum, Netherlands",Netherlands,Single,1,,True,1959-01-01
1593,Dou Zhenggang,2.0,China,"energy, chemicals",1580,67,"Hangzhou, China",China,,0,,True,1958-01-01
1594,Glenn Dubin,2.0,United States,hedge funds,1580,64,"New York, New York",United States,Married,3,"Bachelor of Arts/Science, SUNY Stony Brook",True,1961-01-01
1595,John Elkann,2.0,Italy,"FIAT, investments",1580,45,"Turin, Italy",Italy,,0,"Bachelor of Engineering, Politecnico di Torino",False,1980-01-01
1596,Ibrahim Erdemoglu,2.0,Turkey,carpet,1580,58,"Istanbul, Turkey",Turkey,Married,3,,True,1967-01-01
1597,Andy Fang,2.0,United States,food delivery app,1580,28,"MONTE VISTA, California",United States,,0,"Bachelor of Arts/Science, Stanford University",True,1997-01-01
1598,Fang Hongbo,2.0,China,home appliances,1580,54,"Shunde, China",China,,0,,True,1971-01-01
1599,Kenneth Feld & family,2.0,United States,live entertainment,1580,72,"Sarasota, Florida",United States,Separated,3,"Bachelor of Arts/Science, Boston University",False,1953-01-01
1600,Walter Frey,2.0,Switzerland,car dealerships,1580,77,"Küsnacht, Switzerland",Switzerland,,0,"Bachelor of Business Administration, London School of Economics; Bachelor of Business Administration, University of Zurich",False,1948-01-01
1601,Yasuhiro Fukushima,2.0,Japan,video games,1580,73,"Tokyo, Japan",Japan,Married,0,"Bachelor of Arts/Science, Nihon University",True,1952-01-01
1602,Dennis Gillings,2.0,United Kingdom,drug testing,1580,77,"Durham, North Carolina",United Kingdom,,0,,True,1948-01-01
1603,Sam Goi,2.0,Singapore,frozen foods,1580,74,"Singapore, Singapore",Singapore,Married,3,,True,1951-01-01
1604,Bahaa Hariri,2.0,Lebanon,"real estate, investments",1580,55,"Geneva, Switzerland",Lebanon,Married,0,"Bachelor of Arts/Science, Boston University",False,1970-01-01
1605,Ilona Herlin,2.0,Finland,"elevators, escalators",1580,56,"Helsinki, Finland",Finland,Married,0,,False,1969-01-01
1606,Jeffery Hildebrand,2.0,United States,oil,1580,62,"Houston, Texas",United States,Married,3,"Bachelor of Arts/Science, The University of Texas at Austin; Master of Science, The University of Texas at Austin",True,1963-01-01
1607,J. Tomilson Hill,2.0,United States,investments,1580,72,"New York, New York",United States,Married,2,"Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, Harvard University",True,1953-01-01
1608,Orion Hindawi,2.0,United States,software,1580,41,"Seattle, Washington",United States,Married,2,"Drop Out, University of California, Berkeley",True,1984-01-01
1609,Reid Hoffman,2.0,United States,LinkedIn,1580,53,"Palo Alto, California",United States,Married,0,"Master of Science, Oxford University; Bachelor of Arts/Science, Stanford University",True,1972-01-01
1610,Hou Juncheng,2.0,China,cosmetics,1580,56,"Hangzhou, China",China,,0,,True,1969-01-01
1611,W. Herbert Hunt,2.0,United States,oil,1580,92,"Dallas, Texas",United States,Married,5,,False,1933-01-01
1612,George Joseph,2.0,United States,insurance,1580,99,"Los Angeles, California",United States,Married,5,"Bachelor of Arts/Science, Harvard University",True,1926-01-01
1613,Ke Yunfeng & family,2.0,China,retailing,1580,54,"Guangzhou, China",China,,0,,True,1971-01-01
1614,Sergei Kolesnikov,2.0,Russia,building materials,1580,49,"Moscow, Russia",Russia,Married,4,"Master of Science, Moscow Institute of Physics and Technology",True,1976-01-01
1615,Thomas Lee,2.0,United States,private equity,1580,77,"New York, New York",United States,Married,5,"Bachelor of Arts/Science, Harvard University",True,1948-01-01
1616,Peter Leibinger,2.0,Germany,machine tools,1580,54,"Schwieberdingen, Germany",Germany,Married,4,,False,1971-01-01
1617,Regine Leibinger,2.0,Germany,machine tools,1580,58,"Berlin, Germany",Germany,Married,2,,False,1967-01-01
1618,Nicola Leibinger-Kammueller,2.0,Germany,manufacturing,1580,61,"Berlin, Germany",Germany,Married,4,,False,1964-01-01
1619,Solomon Lew,2.0,Australia,retail,1580,76,"Melbourne, Australia",Australia,Married,3,,True,1949-01-01
1620,Li Yong,2.0,China,education,1580,44,"Shanghai, China",China,,0,,True,1981-01-01
1621,Liu Yachao,2.0,China,education,1580,40,"Beijing, China",China,,0,,True,1985-01-01
1622,Jeffrey Lorberbaum,2.0,United States,flooring,1580,66,"Chattanooga, Tennessee",United States,Married,0,"Bachelor of Arts/Science, University of Denver",False,1959-01-01
1623,Jed McCaleb,2.0,United States,cryptocurrency,1580,46,"Berkeley, California",United States,,0,,True,1979-01-01
1624,Craig McCaw,2.0,United States,telecom,1580,71,"Hunts Point, Washington",United States,Married,3,"Bachelor of Arts/Science, Stanford University",False,1954-01-01
1625,Miao Yongjun,2.0,China,clinical diagnostics,1580,53,"Zhengzhou, China",China,,0,,True,1972-01-01
1626,Robert Miller,2.0,Canada,electronics components,1580,75,"Montreal, Canada",Canada,Divorced,2,"Bachelor of Arts/Science, Rider University",True,1950-01-01
1627,Charles Munger,2.0,United States,Berkshire Hathaway,1580,97,"Los Angeles, California",United States,Widowed,8,"Doctor of Jurisprudence, Harvard University; Drop Out, University of Michigan",True,1928-01-01
1628,David Nahmad,2.0,Monaco,art collection,1580,74,"New York, New York",Monaco,Married,3,,True,1951-01-01
1629,Jonathan Nelson,2.0,United States,private equity,1580,64,"Providence, Rhode Island",United States,"Widowed, Remarried",3,"Bachelor of Arts/Science, Brown University; Master of Business Administration, Harvard University",True,1961-01-01
1630,Pierre Karl Péladeau,2.0,Canada,media,1580,59,"Montreal, Canada",Canada,In Relationship,3,,False,1966-01-01
1631,Kevin Plank,2.0,United States,Under Armour,1580,48,"Lutherville-Timonium, Maryland",United States,Married,2,"Master of Business Administration, Robert H. Smith School of Business; Bachelor of Arts/Science, University of Maryland",True,1977-01-01
1632,Alberto Prada,2.0,Italy,luxury goods,1580,67,"Milan, Italy",Italy,,0,,False,1958-01-01
1633,Marina Prada,2.0,Italy,luxury goods,1580,75,"Milan, Italy",Italy,,0,,False,1950-01-01
1634,Mahendra Prasad,2.0,India,pharmaceuticals,1580,81,"Delhi, India",India,Married,0,,True,1944-01-01
1635,Jennifer Pritzker,2.0,United States,"hotels, investments",1580,70,"Chicago, Illinois",United States,Divorced,3,"Bachelor of Arts/Science, Loyola University Illinois",False,1955-01-01
1636,Linda Pritzker,2.0,United States,"hotels, investments",1580,67,"Missoula, Montana",United States,Divorced,3,,False,1958-01-01
1637,"Joe Rogers, Jr.",2.0,United States,Waffle House,1580,0,"Atlanta, Georgia",United States,Married,0,,False,0000-01-01
1638,Igor Rybakov,2.0,Russia,building materials,1580,48,"Moscow, Russia",Russia,Married,4,"Master of Science, Moscow Institute of Physics and Technology",True,1977-01-01
1639,Sathien Setthasit,2.0,Thailand,energy drinks,1580,67,"Bangkok, Thailand",Thailand,Married,3,,True,1958-01-01
1640,Mikhail Shelkov,2.0,Russia,titanium,1580,52,"Moscow, Russia",Russia,,0,"Master of Science, Moscow Institute of Physics and Technology",True,1973-01-01
1641,Shen Xiqiang & family,2.0,China,chemical,1580,73,"Yixing, China",China,Married,0,,True,1952-01-01
1642,Thaksin Shinawatra,2.0,Thailand,investments,1580,71,"Dubai, United Arab Emirates",Thailand,Divorced,3,"Master of Science, Eastern Kentucky University",True,1954-01-01
1643,Martua Sitorus,2.0,Indonesia,palm oil,1580,61,"Singapore, Singapore",Indonesia,Married,4,,True,1964-01-01
1644,Sylvia Stroeher,2.0,Germany,cosmetics,1580,65,"Darmstadt, Germany",Germany,Married,1,,False,1960-01-01
1645,Alexander Svetakov,2.0,Russia,real estate,1580,53,"Moscow, Russia",Russia,Divorced,4,"Bachelor of Science in Engineering, Moscow Institute of Electronic Technology",True,1972-01-01
1646,Stanley Tang,2.0,United States,food delivery app,1580,28,"San Francisco, California",United States,,0,"Bachelor of Arts/Science, Stanford University",True,1997-01-01
1647,Tang Xiuguo,2.0,China,manufacturing,1580,57,"Changsha, China",China,Married,1,"Bachelor of Arts/Science, Central South University",True,1968-01-01
1648,Alain Taravella,2.0,France,real estate development,1580,73,"Paris, France",France,,0,,True,1952-01-01
1649,Wichai Thongtang,2.0,Thailand,investments,1580,74,"Bangkok, Thailand",Thailand,Widowed,4,,True,1951-01-01
1650,Arvind Tiku,2.0,India,"oil & gas, investments",1580,51,"Singapore, Singapore",India,Married,2,,True,1974-01-01
1651,Hamdi Ulukaya,2.0,Turkey,greek yogurt,1580,48,"Norwich, New York",Turkey,Married,0,,True,1977-01-01
1652,Georg von Opel,2.0,Switzerland,"real estate, investments",1580,55,"London, United Kingdom",Switzerland,Married,5,University of Rhode Island,False,1970-01-01
1653,Wang Chaobin,2.0,China,real estate,1580,65,"Zhengzhou, China",China,,0,,True,1960-01-01
1654,Wang Zhenghua,2.0,China,budget airline,1580,77,"Shanghai, China",China,,0,,True,1948-01-01
1655,Wei Ing-Chou,2.0,Taiwan,"food, beverages",1580,67,"Tianjin, China",Taiwan,Married,3,,True,1958-01-01
1656,Horst Wortmann,2.0,Germany,footwear,1580,79,"Detmold, Germany",Germany,Married,0,,True,1946-01-01
1657,Wu Junbao,2.0,China,education,1580,55,"Hefei, China",China,Married,0,,True,1970-01-01
1658,Wu Kai,2.0,China,batteries,1580,53,"Ningde, China",China,,0,"Ph.D, Shanghai Jiao Tong University",True,1972-01-01
1659,Amy Wyss,2.0,United States,medical equipment,1580,50,"Wilson, Wyoming",United States,,0,"Bachelor of Arts/Science, Skidmore College",False,1975-01-01
1660,Xue Xiangdong & family,2.0,China,software,1580,62,"Beijing, China",China,Married,0,"Bachelor of Arts/Science, Hunan University",True,1963-01-01
1661,Yan Zhi,2.0,China,real estate,1580,48,"Wuhan, China",China,Married,0,"Master of Business Administration, Wuhan University",True,1977-01-01
1662,William Young,2.0,United States,plastics,1580,80,"Ypsilanti, Michigan",United States,Married,4,"Bachelor of Science in Engineering, University of Detroit Mercy",True,1945-01-01
1663,Zhang Xuansong,2.0,China,supermarkets,1580,49,"Fuzhou, China",China,,0,,True,1976-01-01
1664,Noubar Afeyan,1.9,United States,biotech,1664,58,"Lexington, Massachusetts",United States,Married,0,"Ph.D, Massachusetts Institute of Technology; Bachelor of Science, McGill Univeristy",True,1967-01-01
1665,Aziz Akhannouch & family,1.9,Morocco,"petroleum, diversified",1664,60,"Casablanca, Morocco",Morocco,Married,3,"Master of Business Administration, Universite de Sherbrooke",False,1965-01-01
1666,Joao Alves de Queiroz Filho,1.9,Brazil,pharmaceuticals,1664,68,"São Paulo, Brazil",Brazil,Divorced,3,"Bachelor of Arts/Science, Faculdade Dom Pedro II",True,1957-01-01
1667,Andrey Andreev,1.9,United Kingdom,online dating,1664,47,"London, United Kingdom",United Kingdom,Single,0,,True,1978-01-01
1668,Felix Baker,1.9,United States,biotech investing,1664,52,"New York, New York",United States,,0,,True,1973-01-01
1669,Julian Baker,1.9,United States,investing,1664,54,"New York, New York",United States,,0,,True,1971-01-01
1670,Lee Bass,1.9,United States,"oil, investments",1664,64,"Fort Worth, Texas",United States,Married,0,"Master of Business Administration, University of Pennsylvania, The Wharton School; Bachelor of Arts/Science, Yale University",False,1961-01-01
1671,Andrey Blokh,1.9,Russia,cannabis,1664,57,"Moscow, Russia",Russia,,3,,True,1968-01-01
1672,Josef Boquoi & family,1.9,Germany,frozen foods,1664,87,"Straelen, Germany",Germany,,3,,True,1938-01-01
1673,Nicola Bulgari,1.9,Italy,luxury goods,1664,80,"Rome, Italy",Italy,,4,"Diploma, High School",False,1945-01-01
1674,Chen Shiliang,1.9,China,polyester,1664,57,"Tongxiang, China",China,Married,0,,True,1968-01-01
1675,Chen Tei-fu,1.9,Taiwan,herbal products,1664,73,"Los Angeles, California",Taiwan,Married,5,"Drop Out, Brigham Young University; Bachelor of Arts/Science, Kaohsiung Medical University",True,1952-01-01
1676,Chung Yong-jin,1.9,South Korea,retail,1664,52,"Seoul, South Korea",South Korea,Married,4,"Bachelor of Arts/Science, Brown University",False,1973-01-01
1677,Thierry Cruanes,1.9,United States,software,1664,53,"San Mateo, California",United States,Married,2,"Master of Science, Université de Caen Normandie; Ph.D, University Paris VI - Pierre et Marie Curie",True,1972-01-01
1678,Benoit Dageville,1.9,United States,software,1664,54,"San Carlos, California",United States,Married,2,"Bachelor of Science, Université de Paris VI; Master of Science, Université de Paris VI; Ph.D, Université de Paris VI",True,1971-01-01
